"Sample_code","Record","Section","Strat_Depth_cm","SH20_95CI_min_age","SH20_95CI_max_age","SH20_median_age","SH20_mean_age","Type","Group","Guano_Zone","Guano_Sum","Al","Fe","Mg","Mn","Ca","Na","K","P","Location","Location1","Location2","Reference"
"AR-5","ARD Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",1.94688048996706,1.63645940131412,0.855824426559373,-2.40366113772294,1.64322226192072,0.454066907353158,-1.15556308138491,-2.97722926800658,"Ardley Island","Ardley Island","SSI","Machado et al. (2005)"
"AR-1","ARD Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",1.84705746353388,1.67036238641401,0.723352790246289,-2.51076703775246,1.32499700354379,0.451909066799085,-0.805568757004603,-2.70134291577999,"Ardley Island","Ardley Island","SSI","Machado et al. (2005)"
"AR-6","ARD Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",1.87097329387031,1.54026665851448,0.58603681437327,-2.55057936946287,1.35683006476946,0.513559991606408,-0.598405062032708,-2.71868239163835,"Ardley Island","Ardley Island","SSI","Machado et al. (2005)"
"KG-10","ARD Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","ARD Bedrock","ARD Bedrock","Non Guano",2.26929445126082,1.56964253273432,0.786045464132392,-2.32457139625056,1.82565435489469,0.443329690435741,-1.09589142576963,-3.47350367143776,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-12","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.90050837943906,1.55909447304549,0.870014544277393,-2.41819149852434,1.73310319980982,0.210920193496197,-1.12151877203775,-2.73393051950587,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-1","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.02927529025406,1.68935965801367,0.630514037899099,-2.29502983393457,1.63909819272967,0.573710283690712,-1.0729072639998,-3.19402036465284,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-11","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.1417676452031,1.52963214802671,1.06539022282982,-2.62113293481479,1.80764240521897,0.226232323225767,-0.66714867213938,-3.4823831375502,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-15","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.04988493662976,1.78384691291587,0.665351779295474,-2.32198014427689,1.65006519630028,0.551192997719536,-1.21454941742883,-3.16381226115521,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-6","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.06314269649861,1.70432506698383,0.871904792911557,-2.4003339931908,1.78957856293625,0.518490228831893,-1.63774375263447,-2.90936360233687,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-5","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.80421151559834,1.47766883520038,0.36814030953488,-2.35464251652258,1.26640847218848,0.487151696468513,-0.383091930129278,-2.66584638233873,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-14","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.78037245713227,1.58417838076634,0.339151564309201,-2.44186263706454,1.24552566550861,0.505292091584384,-0.364951535013407,-2.64770598722286,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-7","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.94372774152597,1.59214754706388,0.695877382073763,-2.8193496887886,1.35665657319482,0.703327882175866,-0.626013324541543,-2.84637411270416,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-13","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",2.24128232906451,1.67286074031048,0.791488307782737,-2.37135107115251,1.85535460493003,0.161520856985604,-1.25208588665745,-3.09906988126341,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-2","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.88610119438057,1.53330583889558,0.716171324149273,-2.5430471817792,1.46507622805496,0.536940371530102,-0.477932463168442,-3.11661531206284,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-9b","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.93004533603479,1.44896954997636,0.420255426060088,-2.24732284565028,1.4195745311862,0.463331366848369,-0.662752552691037,-2.77210081176449,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-9a","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.95038073670279,1.4914044731194,0.473074966018497,-2.48757622677853,1.46818177302918,0.622153295729514,-0.744156733210473,-2.77346228461039,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-8","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.96057853319674,1.56645701512826,0.201417896564825,-2.445681843802,1.2999874771713,0.745076093704336,-0.627038928996359,-2.70079624296711,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-3","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.78600348476897,1.40055239337828,0.204538454363899,-1.92417644581587,1.20055928149023,0.729306433029652,-0.82758006113352,-2.56920354008165,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"KG-4","FP Bedrock",NA,NA,NA,NA,NA,NA,"Bedrock","FP Bedrock","FP Bedrock","Non Guano",1.88948266598849,1.33592381590823,0.245345649243788,-2.38436234841117,1.02619620653924,0.646481204551159,-0.462535197370296,-2.29653199644944,"Fildes Peninsula","King George Island","SSI","Machado et al. (2005)"
"1-g","SP Ornithogenic Soils",NA,NA,NA,NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.841461335264694,0.877029170009604,-1.38120267040435,-3.47417522753865,2.56553956818653,-0.249911865001638,-1.11895232562242,1.94021201510623,"Stranger Point","King George Island","SSI","Tatur et al. (1997)"
"2-g","SP Ornithogenic Soils",NA,NA,NA,NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.816200139521894,0.8502048163346,-1.38086831913342,-3.61687004341632,2.66036221516581,-0.194398563494306,-1.08471642253719,1.95008617755892,"Stranger Point","King George Island","SSI","Tatur et al. (1997)"
"3-g","SP Ornithogenic Soils",NA,NA,NA,NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.885495208139143,1.1134446143766,-1.25273275133726,-3.47318775218685,2.51969552365618,-0.319555747980567,-1.22467579326234,1.7515166985951,"Stranger Point","King George Island","SSI","Tatur et al. (1997)"
"4a-g","SP Ornithogenic Soils",NA,NA,NA,NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.615233707543115,0.81157293128066,-1.22162623535175,-2.71338911735906,2.76632427311485,-0.7448134682623,-1.50942222530147,1.99612013433596,"Stranger Point","King George Island","SSI","Tatur et al. (1997)"
"4b-g","SP Ornithogenic Soils",NA,NA,NA,NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",1.24483573473705,1.29113645102486,-1.2760198003143,-3.49415550087554,2.03816200090842,-0.597799012743781,-0.691620379833848,1.48546050709714,"Stranger Point","King George Island","SSI","Tatur et al. (1997)"
"5-g","SP Ornithogenic Soils",NA,NA,NA,NA,NA,NA,"Ornithogenic Soil","SP Ornithogenic Soils","SP Ornithogenic Soils","Guano",0.690194459141216,0.816177830274294,-1.15141931241839,-2.8001859386498,2.78741617490631,-0.67195753823423,-1.67960065983493,2.00937498481553,"Stranger Point","King George Island","SSI","Tatur et al. (1997)"
